RELATIVISTIC
TRANSPORT CROSS SECTIONS
in units of a0**2
a0**2 = 2.8002852E-21 m**2

Atomic number: 34

No, Energy,Transport cross section
, eV,a0**2
363, 271504.75,  2.054485E-4
364, 272254.62,  2.045554E-4
365, 273004.5,  2.036688E-4
366, 273754.38,  2.027886E-4
367, 274504.25,  2.019148E-4
368, 275254.12,  2.010473E-4
369, 276004,  2.001860E-4
370, 276753.88,  1.993309E-4
371, 277503.75,  1.984820E-4
372, 278253.62,  1.976390E-4
373, 279003.5,  1.968021E-4
374, 279753.38,  1.959711E-4
375, 280503.25,  1.951460E-4
376, 281253.12,  1.943267E-4
377, 282003,  1.935131E-4
378, 282752.88,  1.927053E-4
379, 283502.75,  1.919031E-4
380, 284252.62,  1.911065E-4
381, 285002.5,  1.903154E-4
382, 285752.38,  1.895298E-4
383, 286502.25,  1.887497E-4
384, 287252.12,  1.879749E-4
385, 288002,  1.872055E-4
386, 288751.88,  1.864413E-4
387, 289501.75,  1.856824E-4
388, 290251.62,  1.849286E-4
389, 291001.5,  1.841800E-4
390, 291751.38,  1.834364E-4
391, 292501.25,  1.826979E-4
392, 293251.12,  1.819644E-4
393, 294001,  1.812358E-4
394, 294750.88,  1.805121E-4
395, 295500.75,  1.797932E-4
396, 296250.62,  1.790791E-4
397, 297000.5,  1.783698E-4
398, 297750.38,  1.776653E-4
399, 298500.25,  1.769653E-4
400, 299250.12,  1.762700E-4
401, 300000,  1.755793E-4
