RELATIVISTIC
TRANSPORT CROSS SECTIONS
in units of a0**2
a0**2 = 2.8002852E-21 m**2

Atomic number: 32

No, Energy,Transport cross section
, eV,a0**2
187, 139526.75,  5.353740E-4
188, 140276.62,  5.306484E-4
189, 141026.5,  5.259907E-4
190, 141776.38,  5.213996E-4
191, 142526.25,  5.168739E-4
192, 143276.12,  5.124122E-4
193, 144026,  5.080133E-4
194, 144775.88,  5.036760E-4
195, 145525.75,  4.993992E-4
196, 146275.62,  4.951816E-4
197, 147025.5,  4.910221E-4
198, 147775.38,  4.869197E-4
199, 148525.25,  4.828733E-4
200, 149275.12,  4.788818E-4
201, 150025,  4.749443E-4
202, 150774.88,  4.710596E-4
203, 151524.75,  4.672268E-4
204, 152274.62,  4.634451E-4
205, 153024.5,  4.597134E-4
206, 153774.38,  4.560309E-4
207, 154524.25,  4.523966E-4
208, 155274.12,  4.488097E-4
209, 156024,  4.452693E-4
210, 156773.88,  4.417747E-4
211, 157523.75,  4.383250E-4
212, 158273.62,  4.349194E-4
213, 159023.5,  4.315571E-4
214, 159773.38,  4.282374E-4
215, 160523.25,  4.249596E-4
216, 161273.12,  4.217229E-4
217, 162023,  4.185266E-4
218, 162772.88,  4.153701E-4
219, 163522.75,  4.122525E-4
220, 164272.62,  4.091734E-4
221, 165022.5,  4.061320E-4
222, 165772.38,  4.031277E-4
223, 166522.25,  4.001599E-4
224, 167272.12,  3.972279E-4
225, 168022,  3.943312E-4
226, 168771.88,  3.914692E-4
227, 169521.75,  3.886413E-4
228, 170271.62,  3.858470E-4
229, 171021.5,  3.830857E-4
230, 171771.38,  3.803569E-4
231, 172521.25,  3.776601E-4
232, 173271.12,  3.749946E-4
233, 174021,  3.723602E-4
234, 174770.88,  3.697561E-4
235, 175520.75,  3.671820E-4
236, 176270.62,  3.646374E-4
237, 177020.5,  3.621219E-4
238, 177770.38,  3.596348E-4
239, 178520.25,  3.571759E-4
240, 179270.12,  3.547447E-4
241, 180020,  3.523408E-4
242, 180769.88,  3.499637E-4
243, 181519.75,  3.476130E-4
244, 182269.62,  3.452883E-4
245, 183019.5,  3.429892E-4
246, 183769.38,  3.407154E-4
247, 184519.25,  3.384664E-4
248, 185269.12,  3.362419E-4
249, 186019,  3.340415E-4
250, 186768.88,  3.318649E-4
251, 187518.75,  3.297117E-4
252, 188268.62,  3.275815E-4
253, 189018.5,  3.254740E-4
254, 189768.38,  3.233889E-4
255, 190518.25,  3.213259E-4
256, 191268.12,  3.192845E-4
257, 192018,  3.172646E-4
258, 192767.88,  3.152658E-4
259, 193517.75,  3.132879E-4
260, 194267.62,  3.113304E-4
261, 195017.5,  3.093931E-4
262, 195767.38,  3.074757E-4
263, 196517.25,  3.055780E-4
264, 197267.12,  3.036997E-4
265, 198017,  3.018404E-4
266, 198766.88,  3.000000E-4
267, 199516.75,  2.981781E-4
268, 200266.62,  2.963745E-4
269, 201016.5,  2.945890E-4
270, 201766.38,  2.928213E-4
271, 202516.25,  2.910712E-4
272, 203266.12,  2.893383E-4
273, 204016,  2.876226E-4
274, 204765.88,  2.859237E-4
275, 205515.75,  2.842414E-4
276, 206265.62,  2.825755E-4
277, 207015.5,  2.809257E-4
278, 207765.38,  2.792920E-4
279, 208515.25,  2.776739E-4
280, 209265.12,  2.760714E-4
281, 210015,  2.744843E-4
282, 210764.88,  2.729122E-4
283, 211514.75,  2.713551E-4
284, 212264.62,  2.698127E-4
285, 213014.5,  2.682849E-4
286, 213764.38,  2.667714E-4
287, 214514.25,  2.652721E-4
288, 215264.12,  2.637867E-4
289, 216014,  2.623152E-4
290, 216763.88,  2.608572E-4
291, 217513.75,  2.594127E-4
292, 218263.62,  2.579815E-4
293, 219013.5,  2.565634E-4
294, 219763.38,  2.551582E-4
295, 220513.25,  2.537659E-4
296, 221263.12,  2.523861E-4
297, 222013,  2.510188E-4
298, 222762.88,  2.496638E-4
299, 223512.75,  2.483209E-4
300, 224262.62,  2.469901E-4
301, 225012.5,  2.456711E-4
302, 225762.38,  2.443638E-4
303, 226512.25,  2.430680E-4
304, 227262.12,  2.417837E-4
305, 228012,  2.405107E-4
306, 228761.88,  2.392488E-4
307, 229511.75,  2.379979E-4
308, 230261.62,  2.367579E-4
309, 231011.5,  2.355287E-4
310, 231761.38,  2.343100E-4
311, 232511.25,  2.331019E-4
312, 233261.12,  2.319041E-4
313, 234011,  2.307166E-4
314, 234760.88,  2.295392E-4
315, 235510.75,  2.283717E-4
316, 236260.62,  2.272142E-4
317, 237010.5,  2.260664E-4
318, 237760.38,  2.249283E-4
319, 238510.25,  2.237998E-4
320, 239260.12,  2.226806E-4
321, 240010,  2.215708E-4
322, 240759.88,  2.204702E-4
323, 241509.75,  2.193787E-4
324, 242259.62,  2.182962E-4
325, 243009.5,  2.172226E-4
326, 243759.38,  2.161578E-4
327, 244509.25,  2.151017E-4
328, 245259.12,  2.140543E-4
329, 246009,  2.130153E-4
330, 246758.88,  2.119847E-4
331, 247508.75,  2.109624E-4
332, 248258.62,  2.099484E-4
333, 249008.5,  2.089425E-4
334, 249758.38,  2.079446E-4
335, 250508.25,  2.069547E-4
336, 251258.12,  2.059727E-4
337, 252008,  2.049984E-4
338, 252757.88,  2.040318E-4
339, 253507.75,  2.030728E-4
340, 254257.62,  2.021214E-4
341, 255007.5,  2.011773E-4
342, 255757.38,  2.002407E-4
343, 256507.25,  1.993113E-4
344, 257257.12,  1.983891E-4
345, 258007,  1.974741E-4
346, 258756.88,  1.965661E-4
347, 259506.75,  1.956651E-4
348, 260256.62,  1.947709E-4
349, 261006.5,  1.938836E-4
350, 261756.38,  1.930031E-4
351, 262506.25,  1.921292E-4
352, 263256.12,  1.912620E-4
353, 264006,  1.904013E-4
354, 264755.88,  1.895470E-4
355, 265505.75,  1.886992E-4
356, 266255.62,  1.878577E-4
357, 267005.5,  1.870225E-4
358, 267755.38,  1.861934E-4
359, 268505.25,  1.853706E-4
360, 269255.12,  1.845538E-4
361, 270005,  1.837430E-4
362, 270754.88,  1.829382E-4
363, 271504.75,  1.821392E-4
364, 272254.62,  1.813462E-4
365, 273004.5,  1.805588E-4
366, 273754.38,  1.797773E-4
367, 274504.25,  1.790013E-4
368, 275254.12,  1.782310E-4
369, 276004,  1.774662E-4
370, 276753.88,  1.767069E-4
371, 277503.75,  1.759530E-4
372, 278253.62,  1.752046E-4
373, 279003.5,  1.744614E-4
374, 279753.38,  1.737236E-4
375, 280503.25,  1.729909E-4
376, 281253.12,  1.722634E-4
377, 282003,  1.715411E-4
378, 282752.88,  1.708238E-4
379, 283502.75,  1.701115E-4
380, 284252.62,  1.694043E-4
381, 285002.5,  1.687019E-4
382, 285752.38,  1.680044E-4
383, 286502.25,  1.673118E-4
384, 287252.12,  1.666239E-4
385, 288002,  1.659407E-4
386, 288751.88,  1.652623E-4
387, 289501.75,  1.645885E-4
388, 290251.62,  1.639193E-4
389, 291001.5,  1.632547E-4
390, 291751.38,  1.625946E-4
391, 292501.25,  1.619389E-4
392, 293251.12,  1.612877E-4
393, 294001,  1.606409E-4
394, 294750.88,  1.599984E-4
395, 295500.75,  1.593603E-4
396, 296250.62,  1.587264E-4
397, 297000.5,  1.580967E-4
398, 297750.38,  1.574712E-4
399, 298500.25,  1.568499E-4
400, 299250.12,  1.562327E-4
401, 300000,  1.556195E-4
