RELATIVISTIC
TRANSPORT CROSS SECTIONS
in units of a0**2
a0**2 = 2.8002852E-21 m**2

Atomic number: 42

No, Energy,Transport cross section
, eV,a0**2
187, 139526.75,  9.121825E-4
188, 140276.62,  9.042416E-4
189, 141026.5,  8.964136E-4
190, 141776.38,  8.886962E-4
191, 142526.25,  8.810873E-4
192, 143276.12,  8.735849E-4
193, 144026,  8.661869E-4
194, 144775.88,  8.588913E-4
195, 145525.75,  8.516962E-4
196, 146275.62,  8.445997E-4
197, 147025.5,  8.375999E-4
198, 147775.38,  8.306949E-4
199, 148525.25,  8.238832E-4
200, 149275.12,  8.171628E-4
201, 150025,  8.105322E-4
202, 150774.88,  8.039897E-4
203, 151524.75,  7.975337E-4
204, 152274.62,  7.911627E-4
205, 153024.5,  7.848750E-4
206, 153774.38,  7.786692E-4
207, 154524.25,  7.725438E-4
208, 155274.12,  7.664975E-4
209, 156024,  7.605287E-4
210, 156773.88,  7.546362E-4
211, 157523.75,  7.488186E-4
212, 158273.62,  7.430745E-4
213, 159023.5,  7.374028E-4
214, 159773.38,  7.318021E-4
215, 160523.25,  7.262713E-4
216, 161273.12,  7.208091E-4
217, 162023,  7.154144E-4
218, 162772.88,  7.100860E-4
219, 163522.75,  7.048229E-4
220, 164272.62,  6.996238E-4
221, 165022.5,  6.944878E-4
222, 165772.38,  6.894138E-4
223, 166522.25,  6.844007E-4
224, 167272.12,  6.794475E-4
225, 168022,  6.745534E-4
226, 168771.88,  6.697172E-4
227, 169521.75,  6.649381E-4
228, 170271.62,  6.602151E-4
229, 171021.5,  6.555474E-4
230, 171771.38,  6.509340E-4
231, 172521.25,  6.463740E-4
232, 173271.12,  6.418667E-4
233, 174021,  6.374111E-4
234, 174770.88,  6.330065E-4
235, 175520.75,  6.286521E-4
236, 176270.62,  6.243470E-4
237, 177020.5,  6.200906E-4
238, 177770.38,  6.158819E-4
239, 178520.25,  6.117204E-4
240, 179270.12,  6.076053E-4
241, 180020,  6.035358E-4
242, 180769.88,  5.995113E-4
243, 181519.75,  5.955311E-4
244, 182269.62,  5.915945E-4
245, 183019.5,  5.877008E-4
246, 183769.38,  5.838495E-4
247, 184519.25,  5.800399E-4
248, 185269.12,  5.762712E-4
249, 186019,  5.725431E-4
250, 186768.88,  5.688548E-4
251, 187518.75,  5.652057E-4
252, 188268.62,  5.615954E-4
253, 189018.5,  5.580231E-4
254, 189768.38,  5.544884E-4
255, 190518.25,  5.509907E-4
256, 191268.12,  5.475296E-4
257, 192018,  5.441043E-4
258, 192767.88,  5.407146E-4
259, 193517.75,  5.373597E-4
260, 194267.62,  5.340393E-4
261, 195017.5,  5.307529E-4
262, 195767.38,  5.274999E-4
263, 196517.25,  5.242800E-4
264, 197267.12,  5.210925E-4
265, 198017,  5.179372E-4
266, 198766.88,  5.148136E-4
267, 199516.75,  5.117211E-4
268, 200266.62,  5.086594E-4
269, 201016.5,  5.056281E-4
270, 201766.38,  5.026267E-4
271, 202516.25,  4.996548E-4
272, 203266.12,  4.967121E-4
273, 204016,  4.937981E-4
274, 204765.88,  4.909125E-4
275, 205515.75,  4.880548E-4
276, 206265.62,  4.852247E-4
277, 207015.5,  4.824218E-4
278, 207765.38,  4.796458E-4
279, 208515.25,  4.768963E-4
280, 209265.12,  4.741730E-4
281, 210015,  4.714754E-4
282, 210764.88,  4.688034E-4
283, 211514.75,  4.661565E-4
284, 212264.62,  4.635344E-4
285, 213014.5,  4.609367E-4
286, 213764.38,  4.583633E-4
287, 214514.25,  4.558137E-4
288, 215264.12,  4.532877E-4
289, 216014,  4.507849E-4
290, 216763.88,  4.483051E-4
291, 217513.75,  4.458480E-4
292, 218263.62,  4.434132E-4
293, 219013.5,  4.410006E-4
294, 219763.38,  4.386098E-4
295, 220513.25,  4.362405E-4
296, 221263.12,  4.338925E-4
297, 222013,  4.315655E-4
298, 222762.88,  4.292593E-4
299, 223512.75,  4.269735E-4
300, 224262.62,  4.247081E-4
301, 225012.5,  4.224626E-4
302, 225762.38,  4.202368E-4
303, 226512.25,  4.180306E-4
304, 227262.12,  4.158437E-4
305, 228012,  4.136758E-4
306, 228761.88,  4.115267E-4
307, 229511.75,  4.093962E-4
308, 230261.62,  4.072841E-4
309, 231011.5,  4.051901E-4
310, 231761.38,  4.031141E-4
311, 232511.25,  4.010557E-4
312, 233261.12,  3.990149E-4
313, 234011,  3.969914E-4
314, 234760.88,  3.949850E-4
315, 235510.75,  3.929955E-4
316, 236260.62,  3.910226E-4
317, 237010.5,  3.890663E-4
318, 237760.38,  3.871263E-4
319, 238510.25,  3.852025E-4
320, 239260.12,  3.832945E-4
321, 240010,  3.814024E-4
322, 240759.88,  3.795258E-4
323, 241509.75,  3.776646E-4
324, 242259.62,  3.758186E-4
325, 243009.5,  3.739877E-4
326, 243759.38,  3.721717E-4
327, 244509.25,  3.703704E-4
328, 245259.12,  3.685836E-4
329, 246009,  3.668112E-4
330, 246758.88,  3.650531E-4
331, 247508.75,  3.633090E-4
332, 248258.62,  3.615788E-4
333, 249008.5,  3.598624E-4
334, 249758.38,  3.581596E-4
335, 250508.25,  3.564703E-4
336, 251258.12,  3.547942E-4
337, 252008,  3.531314E-4
338, 252757.88,  3.514815E-4
339, 253507.75,  3.498445E-4
340, 254257.62,  3.482203E-4
341, 255007.5,  3.466087E-4
342, 255757.38,  3.450095E-4
343, 256507.25,  3.434227E-4
344, 257257.12,  3.418480E-4
345, 258007,  3.402855E-4
346, 258756.88,  3.387348E-4
347, 259506.75,  3.371960E-4
348, 260256.62,  3.356689E-4
349, 261006.5,  3.341533E-4
350, 261756.38,  3.326492E-4
351, 262506.25,  3.311564E-4
352, 263256.12,  3.296748E-4
353, 264006,  3.282043E-4
354, 264755.88,  3.267448E-4
355, 265505.75,  3.252961E-4
356, 266255.62,  3.238582E-4
357, 267005.5,  3.224309E-4
358, 267755.38,  3.210141E-4
359, 268505.25,  3.196077E-4
360, 269255.12,  3.182117E-4
361, 270005,  3.168258E-4
362, 270754.88,  3.154501E-4
363, 271504.75,  3.140844E-4
364, 272254.62,  3.127285E-4
365, 273004.5,  3.113825E-4
366, 273754.38,  3.100461E-4
367, 274504.25,  3.087194E-4
